날짜,충전소명,충전기 유형,충전량(kWh)
2025-07-19,문정근린공원 공영주차장,완속,21.71
2025-07-19,삼전동 공영주차장,완속,34.65
2025-07-19,삼전동 공영주차장,완속,30.83
2025-07-19,마천동1 공영주차장,완속,16.04
2025-07-19,천호역 공영주차장,급속,97.64
2025-07-19,명일동 거주자주차장 134번(가로등),급속,58.74
2025-07-19,명일동 거주자주차장 127번(가로등),급속,97.9
2025-07-19,강동문화재단,완속,3.9
2025-07-19,서울특별시 동부기술교육원,급속,8.54
2025-07-19,서울특별시 동부기술교육원,급속,15.48
2025-07-19,강동구청,급속,68.76
2025-07-18,송월동차고지,급속,152.7
2025-07-18,송월동차고지,급속,2.07
2025-07-18,송월동차고지,급속,24.31
2025-07-18,송월동차고지,완속,28.15
2025-07-18,송월동차고지,완속,63.84
2025-07-18,송월동차고지,완속,19.28
2025-07-18,누상공영주차장,급속,28.51
2025-07-18,올림픽기념국민생활관,완속,46.73
2025-07-18,올림픽기념국민생활관,완속,0.13
2025-07-18,올림픽기념국민생활관,완속,0.12
2025-07-18,올림픽기념국민생활관,완속,44.53
2025-07-18,종로구구민회관,급속,1.42
2025-07-18,숭인도담공영주차장,급속,7.93
2025-07-18,남산청사,완속,24.77
2025-07-18,남산청사,완속,19.94
2025-07-18,서소문청사(후생동),완속,10.32
2025-07-18,서소문청사(지하주차장),급속,63.17
2025-07-18,서소문청사(지하주차장),급속,38.44
2025-07-18,서소문청사(지하주차장),완속,32.92
2025-07-18,서울시 본관청사,급속,51.64
2025-07-18,서울시 본관청사,급속,37.86
2025-07-18,기업은행 무교지점 앞 가로등형 충전소,급속,94.68
2025-07-18,훈련원공원 노상공영주차장(가로등),급속,177.59
2025-07-18,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,43.76
2025-07-18,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,30.09
2025-07-18,청계8가 노상공영주차장(가로등),급속,118.75
2025-07-18,청계8가 노상공영주차장(가로등),급속,152.04
2025-07-18,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,53.87
2025-07-18,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,27.49
2025-07-18,서소문청사(지상),급속,42.87
2025-07-18,청계5 노상공영주차장(가로등),급속,83.88
2025-07-18,청계5 노상공영주차장(가로등),급속,251.88
2025-07-18,한남동 공영주차장,급속,65.22
2025-07-18,성동구청,급속,61.4
2025-07-18,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,95.97
2025-07-18,청계8 노상공영주차장(가로등),급속,105.23
2025-07-18,청계8 노상공영주차장(가로등),급속,24.69
2025-07-18,송정동주민센터,급속,102.32
2025-07-18,어린이대공원 후문주차장,급속,22.69
2025-07-18,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,138.89
2025-07-18,어린이대공원 구의문 주차장 복합충전소,급속,132.83
2025-07-18,어린이대공원 구의문 주차장 복합충전소,급속,117.59
2025-07-18,어린이대공원 구의문 주차장 복합충전소,급속,137.78
2025-07-18,자양한양아파트 앞 전기차 충전소(가로등),급속,121.9
2025-07-18,자양우성1차아파트 앞 전기차 충전소(가로등),급속,157.54
2025-07-18,50+동부캠퍼스,완속,30.25
2025-07-18,50+동부캠퍼스,급속,30.83
2025-07-18,50+동부캠퍼스,급속,30.84
2025-07-18,이문동 거주자우선주차장(가로등),급속,116.9
2025-07-18,정릉천변 노상공영주차장(가로등),급속,65.66
2025-07-18,휘경동 노외공영주차장(가로등),급속,35.46
2025-07-18,동대문구청,급속,13.22
2025-07-18,동대문구청,급속,204.49
2025-07-18,동대문구청,급속,41.33
2025-07-18,배봉공영주차장,급속,50.72
2025-07-18,청량리동주차장,급속,6.61
2025-07-18,장안동근린공원 지하주차장,급속,20.64
2025-07-18,망우제2 거주자주차장,급속,36.05
2025-07-18,중랑구청,급속,49.23
2025-07-18,봉화산역 공영주차장 전기차 충전소,완속,10.8
2025-07-18,봉화산역 공영주차장 전기차 충전소,완속,32.66
2025-07-18,중랑캠핑숲 제1주차장,급속,90.54
2025-07-18,중랑캠핑숲 제1주차장,급속,0.0
2025-07-18,중랑구시설관리공단 관상복합청사 지하주차장,완속,4.26
2025-07-18,중랑초교 공영주차장,완속,38.77
2025-07-18,면일초등학교 공영주차장,급속,146.08
2025-07-18,면일초등학교 공영주차장,급속,40.19
2025-07-18,면목5동 공영주차장,급속,45.58
2025-07-18,서울연극창작센터,급속,95.41
2025-07-18,석관동공영주차장,급속,22.11
2025-07-18,석관동공영주차장,급속,94.75
2025-07-18,북악골프연습장,급속,56.64
2025-07-18,제2월곡인조잔디구장,급속,13.44
2025-07-18,미아동 축산농협 전기차 충전소,완속,17.23
2025-07-18,미아동 축산농협 전기차 충전소,완속,52.39
2025-07-18,미아동 도봉세무서 앞 전기차 충전소,완속,106.74
2025-07-18,수유동 가오천 공영주차장 전기차 충전소,완속,48.19
2025-07-18,도봉동 거주자우선주차장(가로등),급속,206.16
2025-07-18,도봉동 실내스포츠센터,급속,213.46
2025-07-18,방학동 도깨비시장 공영주차장,급속,92.95
2025-07-18,창2동 제4공영주차장,급속,94.67
2025-07-18,창3동 제1공영주차장,급속,49.73
2025-07-18,노원세무서 거주자주차장(가로등),급속,38.24
2025-07-18,미화어린이공원 주차장(가로등),급속,54.19
2025-07-18,초안산근린공원 거주자주차장(가로등),급속,114.73
2025-07-18,도봉산역 환승주차장,급속,20.17
2025-07-18,노원이지센터,급속,36.29
2025-07-18,수락산디자인 노상공영주차장(가로등),급속,179.48
2025-07-18,월계동 거주자주차장(가로등),급속,141.27
2025-07-18,공릉동 거주자주차장(가로등),급속,71.7
2025-07-18,불암산스포츠타운,급속,72.64
2025-07-18,수락산스포츠타운,급속,60.48
2025-07-18,석계역 공영주차장(석계역 앞),급속,94.94
2025-07-18,상계구민체육센터,급속,34.62
2025-07-18,석계역 공영주차장(문화공원 옆),급속,60.5
2025-07-18,노원수학문화관,급속,59.57
2025-07-18,중계근린공원,급속,143.92
2025-07-18,은평평화공원 지하공영주차장,급속,153.36
2025-07-18,구파발역 공영주차장,급속,47.4
2025-07-18,노송길 공동주차장,급속,311.31
2025-07-18,신사1동 공동주차장,급속,148.49
2025-07-18,서대문구청 주차장,급속,60.12
2025-07-18,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,68.43
2025-07-18,북가좌동 공영주차장 전기차 충전소,완속,114.72
2025-07-18,연희동 거주자우선주차장(가로등),급속,86.68
2025-07-18,대궐재어린이공원 거주자주차장(가로등),급속,75.94
2025-07-18,연희제2공영주차장,급속,36.22
2025-07-18,독립문문화공원 지하공영주차장,급속,36.83
2025-07-18,독립문문화공원 지하공영주차장,급속,15.0
2025-07-18,독립문문화공원 지하공영주차장,급속,0.99
2025-07-18,화창운수 앞 가로등형 충전소,급속,77.23
2025-07-18,드림디포 앞 가로등형 충전소,급속,20.68
2025-07-18,시립서부노인 전문요양센터,완속,67.59
2025-07-18,청기와2 노상공영주차장(가로등),급속,183.1
2025-07-18,망원3 노상공영주차장(가로등),급속,43.63
2025-07-18,마포농수산물시장,급속,68.67
2025-07-18,마포농수산물시장,급속,33.61
2025-07-18,마포농수산물시장,급속,32.44
2025-07-18,마포유수지 공영주차장,급속,62.0
2025-07-18,마포유수지 공영주차장,급속,104.65
2025-07-18,서울월드컵경기장,급속,4.86
2025-07-18,아현2구역 공영주차장,급속,18.7
2025-07-18,아현2구역 공영주차장,급속,42.55
2025-07-18,아현2구역 공영주차장,급속,30.85
2025-07-18,연남동 공영주차장,급속,104.24
2025-07-18,연남동 공영주차장,급속,84.05
2025-07-18,양천구청,급속,70.61
2025-07-18,신정4동길 노상공영주차장(가로등),급속,109.8
2025-07-18,신정4동길 노상공영주차장(가로등),급속,72.09
2025-07-18,오목교역 노상공영주차장(가로등),급속,67.32
2025-07-18,한마음공영주차장,급속,20.08
2025-07-18,곰달래5길 노상공영주차장(가로등),급속,211.89
2025-07-18,곰달래5길 노상공영주차장(가로등),급속,148.56
2025-07-18,신월5동 복개 노상공영주차장(가로등),급속,110.11
2025-07-18,목동공영주차장,급속,20.8
2025-07-18,목동공영주차장,급속,16.41
2025-07-18,목동공영주차장,급속,60.86
2025-07-18,목동공영주차장,급속,31.01
2025-07-18,목동공영주차장,급속,32.28
2025-07-18,목동공영주차장,급속,64.03
2025-07-18,개화산역 공영주차장,급속,24.33
2025-07-18,방화로 노상공영주차장(가로등),급속,32.69
2025-07-18,화곡본동주민센터,급속,121.85
2025-07-18,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,9.99
2025-07-18,고척스카이돔,급속,16.83
2025-07-18,고척스카이돔,급속,25.59
2025-07-18,개봉1동 노외공영주차장,완속,34.4
2025-07-18,고척1동 마을 공영주차장,급속,30.85
2025-07-18,신도림역 공영주차장,급속,39.32
2025-07-18,여의도 KBS홀 앞 전기차 충전소,급속,24.73
2025-07-18,여의도 KBS홀 앞 전기차 충전소,완속,13.23
2025-07-18,여의도 KBS홀 앞 전기차 충전소,완속,5.46
2025-07-18,여의서로 노상공영주차장(가로등),급속,111.6
2025-07-18,여의서로 노상공영주차장(가로등),급속,69.69
2025-07-18,동작구청,급속,25.94
2025-07-18,동작구청 후문 가로등형 충전소,급속,22.94
2025-07-18,대방동(서울공고) 거주자주차장(가로등),급속,72.64
2025-07-18,보라매공원 정문주차장,급속,57.71
2025-07-18,사당종합체육관,완속,9.78
2025-07-18,사당5동 주민센터 거주자주차장 14번(가로등),급속,211.76
2025-07-18,사당문화회관 부설주차장,급속,18.51
2025-07-18,남부초 공영주차장,급속,34.1
2025-07-18,난곡스마트 공영주차장,급속,1.85
2025-07-18,관악구 노인회관 50+센터,급속,16.66
2025-07-18,으뜸공원 주차장,급속,1.87
2025-07-18,양재솔라스테이션,급속,38.91
2025-07-18,양재솔라스테이션,급속,22.47
2025-07-18,양재솔라스테이션,급속,12.61
2025-07-18,양재솔라스테이션,급속,63.73
2025-07-18,양재솔라스테이션,급속,51.16
2025-07-18,반포복개천 노상공영주차장(가로등),급속,251.82
2025-07-18,AI 체육센터,급속,0.0
2025-07-18,강남구 압구정 나들목 앞 가로등형 충전기,급속,147.21
2025-07-18,강남구 압구정 나들목 앞 가로등형 충전기,급속,115.85
2025-07-18,도곡정보문화도서관 볼라드형 충전소,완속,118.25
2025-07-18,수서역 공영주차장 복합충전소,급속,30.85
2025-07-18,수서역 공영주차장 복합충전소,급속,22.26
2025-07-18,논현로28길 노상공영주차장(가로등),급속,61.29
2025-07-18,"영동대로85길 노상공영주차장(요금정산소 옆, 가로등)",급속,62.71
2025-07-18,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,42.09
2025-07-18,논현2동 주민센터,완속,3.89
2025-07-18,논현 제1호주차장,급속,75.41
2025-07-18,논현 제2호주차장,급속,96.72
2025-07-18,강남운전면허시험장,급속,25.2
2025-07-18,강남주민편익시설(가로등),급속,46.34
2025-07-18,문화재청 궁능유적본부,완속,12.76
2025-07-18,문화재청 궁능유적본부,완속,30.83
2025-07-18,논현문화마루,급속,23.98
2025-07-18,도곡2동 주민센터,급속,29.12
2025-07-18,복정역 공영주차장,급속,9.25
2025-07-18,잠실 청소년센터 앞 전기차 충전소(가로등),급속,47.97
2025-07-18,교통공원길 공영주차장 전기차 충전소,급속,66.09
2025-07-18,교통공원길 공영주차장 전기차 충전소,완속,30.64
2025-07-18,위례성길 공영주차장 전기차 충전소,급속,77.32
2025-07-18,위례성길 공영주차장 전기차 충전소,완속,32.68
2025-07-18,문정근린공원 공영주차장,완속,4.19
2025-07-18,문정근린공원 공영주차장,완속,31.74
2025-07-18,삼전동 공영주차장,완속,15.13
2025-07-18,삼전동 공영주차장,완속,2.8
2025-07-18,천호역 공영주차장,급속,67.45
2025-07-18,명일동 거주자주차장 127번(가로등),급속,31.11
2025-07-18,강동문화재단,완속,10.17
2025-07-18,강동문화재단,완속,10.53
2025-07-18,강동문화재단,완속,30.83
2025-07-18,강동구청,급속,250.34
2025-07-17,송월동차고지,급속,38.71
2025-07-17,송월동차고지,급속,85.15
2025-07-17,송월동차고지,급속,28.71
2025-07-17,송월동차고지,완속,24.08
2025-07-17,적선동 공영주차장,급속,44.32
2025-07-17,누상공영주차장,급속,44.73
2025-07-17,누상공영주차장,완속,30.83
2025-07-17,올림픽기념국민생활관,완속,37.83
2025-07-17,올림픽기념국민생활관,완속,9.67
2025-07-17,종로구구민회관,급속,5.47
2025-07-17,남산청사,완속,41.18
2025-07-17,남산청사,완속,4.97
2025-07-17,서소문청사(지하주차장),급속,7.37
2025-07-17,서소문청사(지하주차장),급속,16.34
2025-07-17,서소문청사(지하주차장),완속,0.83
2025-07-17,서울시 본관청사,급속,84.17
2025-07-17,서울시 본관청사,급속,160.71
2025-07-17,기업은행 무교지점 앞 가로등형 충전소,급속,50.09
2025-07-17,훈련원공원 노상공영주차장(가로등),급속,98.68
2025-07-17,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,54.9
2025-07-17,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,33.43
2025-07-17,청계8가 노상공영주차장(가로등),급속,148.83
2025-07-17,청계8가 노상공영주차장(가로등),급속,8.3
2025-07-17,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,45.93
2025-07-17,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,63.41
2025-07-17,서소문청사(지상),급속,51.74
2025-07-17,청계5 노상공영주차장(가로등),급속,35.75
2025-07-17,청계5 노상공영주차장(가로등),급속,164.55
2025-07-17,한남동 공영주차장,급속,57.87
2025-07-17,성동구청,급속,53.56
2025-07-17,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,124.69
2025-07-17,청계8 노상공영주차장(가로등),급속,116.98
2025-07-17,청계8 노상공영주차장(가로등),급속,23.61
2025-07-17,서울숲공원주차장,급속,23.63
2025-07-17,송정동주민센터,급속,31.06
2025-07-17,어린이대공원 후문주차장,급속,17.8
2025-07-17,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,118.2
2025-07-17,어린이대공원 구의문 주차장 복합충전소,급속,42.0
2025-07-17,어린이대공원 구의문 주차장 복합충전소,급속,93.56
2025-07-17,어린이대공원 구의문 주차장 복합충전소,급속,84.13
2025-07-17,자양한양아파트 앞 전기차 충전소(가로등),급속,39.68
2025-07-17,자양우성1차아파트 앞 전기차 충전소(가로등),급속,54.37
2025-07-17,한화꿈에그린아파트 거주자우선주차장(가로등),급속,3.46
2025-07-17,50+동부캠퍼스,완속,21.3
2025-07-17,50+동부캠퍼스,급속,30.83
2025-07-17,50+동부캠퍼스,급속,30.85
2025-07-17,이문동 거주자우선주차장(가로등),급속,51.81
2025-07-17,휘경동 노외공영주차장(가로등),급속,44.33
2025-07-17,동대문구청,급속,30.96
2025-07-17,동대문구청,급속,197.82
2025-07-17,동대문구청,급속,54.24
2025-07-17,장안동근린공원 지하주차장,급속,99.0
2025-07-17,망우제2 거주자주차장,급속,41.1
2025-07-17,중랑구청,급속,45.02
2025-07-17,봉화산역 공영주차장 전기차 충전소,완속,31.49
2025-07-17,중랑캠핑숲 제1주차장,급속,83.45
2025-07-17,중랑캠핑숲 제1주차장,급속,4.49
2025-07-17,중랑구시설관리공단 관상복합청사 지하주차장,완속,30.83
2025-07-17,망우역사문화공원 제3주차장,급속,63.89
2025-07-17,망우역사문화공원 제3주차장,급속,44.97
2025-07-17,중랑초교 공영주차장,급속,7.75
2025-07-17,면일초등학교 공영주차장,급속,68.35
2025-07-17,면일초등학교 공영주차장,급속,36.75
2025-07-17,면목5동 공영주차장,급속,26.54
2025-07-17,서울연극창작센터,급속,50.56
2025-07-17,성북구의회,급속,48.1
2025-07-17,북악골프연습장,급속,44.31
2025-07-17,북악골프연습장,급속,66.74
2025-07-17,미아동 축산농협 전기차 충전소,완속,51.43
2025-07-17,미아동 축산농협 전기차 충전소,완속,7.5
2025-07-17,으뜸공원 공영주차장 전기차 충전소,완속,65.09
2025-07-17,도봉동 거주자우선주차장(가로등),급속,104.0
2025-07-17,도봉동 실내스포츠센터,급속,194.44
2025-07-17,방학동 도깨비시장 공영주차장,급속,82.19
2025-07-17,창2동 제4공영주차장,급속,173.31
2025-07-17,창3동 제1공영주차장,급속,53.52
2025-07-17,미화어린이공원 주차장(가로등),급속,47.0
2025-07-17,초안산근린공원 거주자주차장(가로등),급속,19.59
2025-07-17,도봉산역 환승주차장,급속,29.8
2025-07-17,노원이지센터,급속,28.74
2025-07-17,수락산디자인 노상공영주차장(가로등),급속,115.23
2025-07-17,월계동 거주자주차장(가로등),급속,151.84
2025-07-17,공릉동 거주자주차장(가로등),급속,64.34
2025-07-17,노원자원회수시설,급속,27.69
2025-07-17,수락산스포츠타운,급속,39.54
2025-07-17,석계역 공영주차장(석계역 앞),급속,79.49
2025-07-17,석계역 공영주차장(문화공원 옆),급속,26.16
2025-07-17,노원수학문화관,급속,50.91
2025-07-17,중계근린공원,급속,54.51
2025-07-17,은평평화공원 지하공영주차장,급속,178.5
2025-07-17,구파발역 공영주차장,급속,0.0
2025-07-17,노송길 공동주차장,급속,307.2
2025-07-17,신사1동 공동주차장,급속,38.14
2025-07-17,서대문구청 주차장,급속,121.71
2025-07-17,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,100.61
2025-07-17,북가좌동 공영주차장 전기차 충전소,완속,52.93
2025-07-17,연희동 거주자우선주차장(가로등),급속,92.23
2025-07-17,대궐재어린이공원 거주자주차장(가로등),급속,81.9
2025-07-17,연희제2공영주차장,급속,28.46
2025-07-17,독립문문화공원 지하공영주차장,급속,49.33
2025-07-17,화창운수 앞 가로등형 충전소,급속,22.9
2025-07-17,드림디포 앞 가로등형 충전소,급속,41.58
2025-07-17,시립서부노인 전문요양센터,완속,22.08
2025-07-17,청기와2 노상공영주차장(가로등),급속,182.44
2025-07-17,망원3 노상공영주차장(가로등),급속,152.94
2025-07-17,마포농수산물시장,급속,136.89
2025-07-17,마포농수산물시장,급속,80.85
2025-07-17,마포농수산물시장,급속,35.12
2025-07-17,마포유수지 공영주차장,급속,87.94
2025-07-17,마포유수지 공영주차장,급속,49.27
2025-07-17,서울월드컵경기장,급속,0.87
2025-07-17,아현2구역 공영주차장,급속,30.89
2025-07-17,연남동 공영주차장,급속,109.14
2025-07-17,연남동 공영주차장,급속,112.1
2025-07-17,양천구청,급속,58.31
2025-07-17,해맞이공영주차장,급속,14.99
2025-07-17,신정4동길 노상공영주차장(가로등),급속,19.39
2025-07-17,신정4동길 노상공영주차장(가로등),급속,91.85
2025-07-17,오목교역 노상공영주차장(가로등),급속,48.05
2025-07-17,양천구민체육센터,급속,233.37
2025-07-17,한마음공영주차장,급속,1.15
2025-07-17,한마음공영주차장,급속,0.95
2025-07-17,한마음공영주차장,급속,0.95
2025-07-17,한마음공영주차장,급속,0.78
2025-07-17,한마음공영주차장,급속,1.04
2025-07-17,한마음공영주차장,급속,5.7
2025-07-17,곰달래5길 노상공영주차장(가로등),급속,168.66
2025-07-17,곰달래5길 노상공영주차장(가로등),급속,140.4
2025-07-17,신월5동 복개 노상공영주차장(가로등),급속,13.4
2025-07-17,목동공영주차장,급속,46.59
2025-07-17,목동공영주차장,급속,15.18
2025-07-17,목동공영주차장,급속,31.06
2025-07-17,목동공영주차장,급속,44.28
2025-07-17,목동공영주차장,급속,48.37
2025-07-17,개화산역 공영주차장,급속,30.39
2025-07-17,개화산역 공영주차장,급속,130.67
2025-07-17,방화로 노상공영주차장(가로등),급속,43.17
2025-07-17,화곡본동주민센터,급속,47.96
2025-07-17,고척스카이돔,급속,68.44
2025-07-17,개봉1동 노외공영주차장,완속,46.12
2025-07-17,여의도 KBS홀 앞 전기차 충전소,급속,26.78
2025-07-17,여의도 KBS홀 앞 전기차 충전소,완속,34.39
2025-07-17,여의도 KBS홀 앞 전기차 충전소,완속,21.0
2025-07-17,청소년미래진로센터(하자센터),급속,65.8
2025-07-17,여의서로 노상공영주차장(가로등),급속,28.59
2025-07-17,여의서로 노상공영주차장(가로등),급속,60.49
2025-07-17,동작구청,급속,48.66
2025-07-17,동작구청 후문 가로등형 충전소,급속,152.28
2025-07-17,대방동(서울공고) 거주자주차장(가로등),급속,11.35
2025-07-17,사당종합체육관,완속,21.13
2025-07-17,사당5동 주민센터 거주자주차장 14번(가로등),급속,110.03
2025-07-17,사당문화회관 부설주차장,급속,21.09
2025-07-17,남부초 공영주차장,급속,0.91
2025-07-17,난곡스마트 공영주차장,급속,12.73
2025-07-17,으뜸공원 주차장,급속,18.62
2025-07-17,양재솔라스테이션,급속,53.07
2025-07-17,양재솔라스테이션,급속,34.31
2025-07-17,양재솔라스테이션,급속,94.89
2025-07-17,양재솔라스테이션,급속,43.47
2025-07-17,양재솔라스테이션,급속,47.88
2025-07-17,양재솔라스테이션,급속,122.87
2025-07-17,반포복개천 노상공영주차장(가로등),급속,33.09
2025-07-17,AI 체육센터,완속,30.16
2025-07-17,강남구 압구정 나들목 앞 가로등형 충전기,급속,76.38
2025-07-17,강남구 압구정 나들목 앞 가로등형 충전기,급속,143.58
2025-07-17,도곡정보문화도서관 볼라드형 충전소,완속,45.27
2025-07-17,도곡정보문화도서관 볼라드형 충전소,완속,34.81
2025-07-17,"영동대로85길 노상공영주차장(요금정산소 옆, 가로등)",급속,106.22
2025-07-17,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,60.27
2025-07-17,논현2동 주민센터,완속,39.77
2025-07-17,논현 제1호주차장,급속,37.67
2025-07-17,논현 제2호주차장,급속,188.57
2025-07-17,서울물재생시설공단,급속,29.32
2025-07-17,강남운전면허시험장,급속,36.39
2025-07-17,강남주민편익시설(가로등),급속,21.19
2025-07-17,강남주민편익시설(가로등),급속,42.59
2025-07-17,문화재청 궁능유적본부,완속,40.84
2025-07-17,문화재청 궁능유적본부,완속,8.72
2025-07-17,논현문화마루,급속,30.84
2025-07-17,도곡2동 주민센터,급속,35.48
2025-07-17,복정역 공영주차장,급속,19.67
2025-07-17,잠실 청소년센터 앞 전기차 충전소(가로등),급속,87.95
2025-07-17,위례성길 공영주차장 전기차 충전소,급속,25.57
2025-07-17,위례성길 공영주차장 전기차 충전소,완속,36.84
2025-07-17,문정동 세광교회 앞 전기차 충전소,완속,1.21
2025-07-17,문정근린공원 공영주차장,완속,19.13
2025-07-17,문정근린공원 공영주차장,완속,47.55
2025-07-17,삼전동 공영주차장,완속,30.02
2025-07-17,삼전동 공영주차장,완속,36.91
2025-07-17,삼전동 공영주차장,완속,63.09
2025-07-17,천호역 공영주차장,급속,52.56
2025-07-17,명일동 거주자주차장 134번(가로등),급속,61.89
2025-07-17,명일동 거주자주차장 127번(가로등),급속,116.54
2025-07-17,강동문화재단,완속,16.47
2025-07-17,강동문화재단,완속,10.77
2025-07-17,서울특별시 동부기술교육원,급속,20.37
2025-07-17,강동구청,급속,155.05
2025-07-16,송월동차고지,급속,25.12
2025-07-16,송월동차고지,급속,34.02
2025-07-16,송월동차고지,급속,53.17
2025-07-16,송월동차고지,완속,0.11
2025-07-16,송월동차고지,완속,1.16
2025-07-16,송월동차고지,완속,20.81
2025-07-16,적선동 공영주차장,급속,63.7
2025-07-16,누상공영주차장,완속,26.38
2025-07-16,올림픽기념국민생활관,완속,29.24
2025-07-16,올림픽기념국민생활관,완속,0.45
2025-07-16,올림픽기념국민생활관,완속,12.46
2025-07-16,남산청사,완속,47.31
2025-07-16,남산청사,완속,25.46
2025-07-16,서소문청사(지하주차장),급속,49.99
2025-07-16,서소문청사(지하주차장),완속,13.48
2025-07-16,서울시 본관청사,급속,62.32
2025-07-16,서울시 본관청사,급속,113.34
2025-07-16,기업은행 무교지점 앞 가로등형 충전소,급속,90.31
2025-07-16,훈련원공원 노상공영주차장(가로등),급속,159.2
2025-07-16,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,20.3
2025-07-16,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,26.21
2025-07-16,청계8가 노상공영주차장(가로등),급속,152.72
2025-07-16,청계8가 노상공영주차장(가로등),급속,62.12
2025-07-16,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,42.78
2025-07-16,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,87.82
2025-07-16,서소문청사(지상),급속,140.1
2025-07-16,청계5 노상공영주차장(가로등),급속,136.29
2025-07-16,청계5 노상공영주차장(가로등),급속,172.15
2025-07-16,신창동 공영주차장,급속,43.19
2025-07-16,한남동 공영주차장,급속,46.55
2025-07-16,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,101.74
2025-07-16,청계8 노상공영주차장(가로등),급속,126.57
2025-07-16,청계8 노상공영주차장(가로등),급속,101.09
2025-07-16,송정동주민센터,급속,23.1
2025-07-16,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,68.47
2025-07-16,어린이대공원 구의문 주차장 복합충전소,급속,45.76
2025-07-16,어린이대공원 구의문 주차장 복합충전소,급속,161.88
2025-07-16,어린이대공원 구의문 주차장 복합충전소,급속,76.36
2025-07-16,자양한양아파트 앞 전기차 충전소(가로등),급속,56.83
2025-07-16,자양우성1차아파트 앞 전기차 충전소(가로등),급속,78.8
2025-07-16,한화꿈에그린아파트 거주자우선주차장(가로등),급속,21.58
2025-07-16,50+동부캠퍼스,급속,43.26
2025-07-16,이문동 거주자우선주차장(가로등),급속,107.75
2025-07-16,정릉천변 노상공영주차장(가로등),급속,14.47
2025-07-16,휘경동 노외공영주차장(가로등),급속,31.43
2025-07-16,동대문구청,급속,68.88
2025-07-16,동대문구청,급속,157.35
2025-07-16,동대문구청,급속,62.92
2025-07-16,동대문구청,급속,46.75
2025-07-16,장안동근린공원 지하주차장,급속,61.33
2025-07-16,망우제2 거주자주차장,급속,36.88
2025-07-16,중랑구청,급속,129.44
2025-07-16,봉화산역 공영주차장 전기차 충전소,완속,11.7
2025-07-16,봉화산역 공영주차장 전기차 충전소,완속,51.59
2025-07-16,중랑캠핑숲 제1주차장,급속,44.68
2025-07-16,중랑구시설관리공단 관상복합청사 지하주차장,완속,0.23
2025-07-16,망우역사문화공원 제3주차장,급속,46.96
2025-07-16,중랑초교 공영주차장,완속,30.74
2025-07-16,중랑초교 공영주차장,급속,46.73
2025-07-16,면일초등학교 공영주차장,급속,64.1
2025-07-16,면일초등학교 공영주차장,급속,66.71
2025-07-16,면목5동 공영주차장,급속,53.22
2025-07-16,서울연극창작센터,급속,30.5
2025-07-16,성북구의회,급속,54.62
2025-07-16,하월곡동 거주자우선주차장,급속,33.65
2025-07-16,석관동공영주차장,급속,33.75
2025-07-16,미아동 축산농협 전기차 충전소,완속,12.45
2025-07-16,미아동 축산농협 전기차 충전소,완속,7.16
2025-07-16,미아동 도봉세무서 앞 전기차 충전소,완속,24.57
2025-07-16,미아동 공영주차장,급속,0.69
2025-07-16,도봉동 거주자우선주차장(가로등),급속,107.25
2025-07-16,도봉동 실내스포츠센터,급속,174.3
2025-07-16,방학동 도깨비시장 공영주차장,급속,92.02
2025-07-16,창2동 제4공영주차장,급속,144.24
2025-07-16,미화어린이공원 주차장(가로등),급속,43.37
2025-07-16,초안산근린공원 거주자주차장(가로등),급속,10.27
2025-07-16,노원이지센터,급속,0.58
2025-07-16,노원이지센터,급속,2.56
2025-07-16,중랑천 환경센터,급속,0.71
2025-07-16,중랑천 환경센터,급속,0.74
2025-07-16,수락산디자인 노상공영주차장(가로등),급속,151.62
2025-07-16,월계동 거주자주차장(가로등),급속,29.74
2025-07-16,공릉동 거주자주차장(가로등),급속,165.46
2025-07-16,노원자원회수시설,급속,2.23
2025-07-16,노원자원회수시설,급속,1.9
2025-07-16,노원자원회수시설,급속,2.9
2025-07-16,불암산스포츠타운,급속,1.02
2025-07-16,수락산스포츠타운,급속,53.37
2025-07-16,석계역 공영주차장(석계역 앞),급속,88.66
